Award Title,Movie Title,Nominee Name(s),Won,Year
Visual Effects,Life of Pi,"Bill Westenhofer, Guillaume Rocheron, Erik-Jan De Boer and Donald R. Elliott",1,2013
Visual Effects,The Hobbit: An Unexpected Journey,"Joe Letteri, Eric Saindon, David Clayton and R. Christopher White",0,2013
Visual Effects,Marvel's The Avengers,"Janek Sirrs, Jeff White, Guy Williams and Dan Sudick",0,2013
Visual Effects,Prometheus,"Richard Stammers, Trevor Wood, Charley Henley and Martin Hill",0,2013
Visual Effects,Snow White and the Huntsman,"Cedric Nicolas-Troyan, Philip Brennan, Neil Corbould and Michael Dawson",0,2013
Writing (Adapted Screenplay),Argo,Screenplay by Chris Terrio,1,2013
Writing (Adapted Screenplay),Beasts of the Southern Wild,Screenplay by Lucy Alibar & Benh Zeitlin,0,2013
Writing (Adapted Screenplay),Life of Pi,Screenplay by David Magee,0,2013
Writing (Adapted Screenplay),Lincoln,Screenplay by Tony Kushner,0,2013
Writing (Adapted Screenplay),Silver Linings Playbook,Screenplay by David O. Russell,0,2013
Writing (Original Screenplay),Django Unchained,Written by Quentin Tarantino,1,2013
Writing (Original Screenplay),Amour,Written by Michael Haneke,0,2013
Writing (Original Screenplay),Flight,Written by John Gatins,0,2013
Writing (Original Screenplay),Moonrise Kingdom,Written by Wes Anderson & Roman Coppola,0,2013
Writing (Original Screenplay),Zero Dark Thirty,Written,,2013
Actor in a Leading Role,Dallas Buyers Club,Matthew McConaughey,1,2014
Actor in a Leading Role,American Hustle,Christian Bale,0,2014
Actor in a Leading Role,Nebraska,Bruce Dern,0,2014
Actor in a Leading Role,The Wolf of Wall Street,Leonardo DiCaprio,0,2014
Actor in a Leading Role,12 Years a Slave,Chiwetel Ejiofor,0,2014
Actor in a Supporting Role,Dallas Buyers Club,Jared Leto,1,2014
Actor in a Supporting Role,Captain Phillips,Barkhad Abdi,0,2014
Actor in a Supporting Role,American Hustle,Bradley Cooper,0,2014
Actor in a Supporting Role,12 Years a Slave,Michael Fassbender,0,2014
Actor in a Supporting Role,The Wolf of Wall Street,Jonah Hill,0,2014
Actress in a Leading Role,Blue Jasmine,Cate Blanchett,1,2014
Actress in a Leading Role,American Hustle,Amy Adams,0,2014
Actress in a Leading Role,Gravity,Sandra Bullock,0,2014
Actress in a Leading Role,Philomena,Judi Dench,0,2014
Actress in a Leading Role,August: Osage County,Meryl Streep,0,2014
Actress in a Supporting Role,12 Years a Slave,Lupita Nyong'o,1,2014
Actress in a Supporting Role,Blue Jasmine,Sally Hawkins,0,2014
Actress in a Supporting Role,American Hustle,Jennifer Lawrence,0,2014
Actress in a Supporting Role,August: Osage County,Julia Roberts,0,2014
Actress in a Supporting Role,Nebraska,June Squibb,0,2014
Animated Feature Film,Frozen,"Chris Buck, Jennifer Lee and Peter Del Vecho",1,2014
Animated Feature Film,The Croods,"Chris Sanders, Kirk DeMicco and Kristine Belson",0,2014
Animated Feature Film,Despicable Me 2,"Chris Renaud, Pierre Coffin and Chris Meledandri",0,2014
Animated Feature Film,Ernest & Celestine,Benjamin Renner and Didier Brunner,0,2014
Animated Feature Film,The Wind Rises,Hayao Miyazaki and Toshio Suzuki,0,2014
Cinematography,Gravity,Emmanuel Lubezki,1,2014
Cinematography,The Grandmaster,Philippe Le Sourd,0,2014
Cinematography,Inside Llewyn Davis,Bruno Delbonnel,0,2014
Cinematography,Nebraska,Phedon Papamichael,0,2014
Cinematography,Prisoners,Roger A. Deakins,0,2014
Costume Design,The Great Gatsby,Catherine Martin,1,2014
Costume Design,American Hustle,Michael Wilkinson,0,2014
Costume Design,The Grandmaster,William Chang Suk Ping,0,2014
Costume Design,The Invisible Woman,Michael O'Connor,0,2014
Costume Design,12 Years a Slave,Patricia Norris,0,2014
Directing,Gravity,Alfonso Cuarón,1,2014
Directing,American Hustle,David O. Russell,0,2014
Directing,Nebraska,Alexander Payne,0,2014
Directing,12 Years a Slave,Steve McQueen,0,2014
Directing,The Wolf of Wall Street,Martin Scorsese,0,2014
Documentary (Feature),20 Feet from Stardom,"Morgan Neville, Gil Friesen and Caitrin Rogers",1,2014
Documentary (Feature),The Act of Killing,Joshua Oppenheimer and Signe Byrge Sørensen,0,2014
Documentary (Feature),Cutie and the Boxer,Zachary Heinzerling and Lydia Dean Pilcher,0,2014
Documentary (Feature),Dirty Wars,Richard Rowley and Jeremy Scahill,0,2014
Documentary (Feature),The Square,Jehane Noujaim and Karim Amer,0,2014
Documentary (Short Subject),The Lady in Number 6: Music Saved My Life,Malcolm Clarke and Nicholas Reed,1,2014
Documentary (Short Subject),CaveDigger,Jeffrey Karoff,0,2014
Documentary (Short Subject),Facing Fear,Jason Cohen,0,2014
Documentary (Short Subject),Karama Has No Walls,Sara Ishaq,0,2014
Documentary (Short Subject),Prison Terminal: The Last Days of Private Jack Hall,Edgar Barens,0,2014
Film Editing,Gravity,Alfonso Cuarón and Mark Sanger,1,2014
Film Editing,American Hustle,"Jay Cassidy, Crispin Struthers and Alan Baumgarten",0,2014
Film Editing,Captain Phillips,Christopher Rouse,0,2014
Film Editing,Dallas Buyers Club,John Mac McMurphy and Martin Pensa,0,2014
Film Editing,12 Years a Slave,Joe Walker,0,2014
Foreign Language Film,The Great Beauty,Italy,1,2014
Foreign Language Film,The Broken Circle Breakdown,Belgium,0,2014
Foreign Language Film,The Hunt,Denmark,0,2014
Foreign Language Film,The Missing Picture,Cambodia,0,2014
Foreign Language Film,Omar,Palestine,0,2014
Makeup and Hairstyling,Dallas Buyers Club,Adruitha Lee and Robin Mathews,1,2014
Makeup and Hairstyling,Jackass Presents: Bad Grandpa,Stephen Prouty,0,2014
Makeup and Hairstyling,The Lone Ranger,Joel Harlow and Gloria Pasqua-Casny,0,2014
Music (Original Score),Gravity,Steven Price,1,2014
Music (Original Score),The Book Thief,John Williams,0,2014
Music (Original Score),Her,William Butler and Owen Pallett,0,2014
Music (Original Score),Philomena,Alexandre Desplat,0,2014
Music (Original Score),Saving Mr. Banks,Thomas Newman,0,2014
Music (Original Song),Frozen,Let It Go - Kristen Anderson-Lopez and Robert Lopez,1,2014
Music (Original Song),Despicable Me 2,Happy - Pharrell Williams,0,2014
Music (Original Song),Her,The Moon Song - Karen O and Spike Jonze,0,2014
Music (Original Song),Mandela: Long Walk to Freedom,"Ordinary Love - Paul Hewson, Dave Evans, Adam Clayton and Larry Mullen",0,2014
Best Picture,12 Years a Slave,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",1,2014
Best Picture,American Hustle,"Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon, Producers",0,2014
Best Picture,Captain Phillips,"Scott Rudin, Dana Brunetti and Michael De Luca, Producers",0,2014
Best Picture,Dallas Buyers Club,"Robbie Brenner and Rachel Winter, Producers",0,2014
Best Picture,Gravity,"Alfonso Cuarón and David Heyman, Producers",0,2014
Best Picture,Her,"Megan Ellison, Spike Jonze and Vincent Landay, Producers",0,2014
Best Picture,Nebraska,"Albert Berger and Ron Yerxa, Producers",0,2014
Best Picture,Philomena,"Gabrielle Tana, Steve Coogan and Tracey Seaward, Producers",0,2014
Best Picture,The Wolf of Wall Street,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers",0,2014
Production Design,The Great Gatsby,Catherine Martin; Beverley Dunn,1,2014
Production Design,American Hustle,Judy Becker; Heather Loeffler,0,2014
Production Design,Gravity,Andy Nicholson; Rosie Goodwin and Joanne Woollard,0,2014
Production Design,Her,K.K. Barrett; Gene Serdena,0,2014
Production Design,12 Years a Slave,Adam Stockhausen; Alice Baker,0,2014
Short Film (Animated),Mr. Hublot,Laurent Witz and Alexandre Espigares,1,2014
Short Film (Animated),Feral,Daniel Sousa and Dan Golden,0,2014
Short Film (Animated),Get a Horse!,Lauren MacMullan and Dorothy McKim,0,2014
Short Film (Animated),Possessions,Shuhei Morita,0,2014
Short Film (Animated),Room on the Broom,Max Lang and Jan Lachauer,0,2014
Short Film (Live Action),Helium,Anders Walter and Kim Magnusson,1,2014
Short Film (Live Action),Aquel No Era Yo (That Wasn't Me),Esteban Crespo,0,2014
Short Film (Live Action),Avant Que De Tout Perdre (Just before Losing Everything),Xavier Legrand and Alexandre Gavras,0,2014
Short Film (Live Action),Pitääkö Mun Kaikki Hoitaa? (Do I Have to Take Care of Everything?),Selma Vilhunen and Kirsikka Saari,0,2014
Short Film (Live Action),The Voorman Problem,Mark Gill and Baldwin Li,0,2014
Sound Editing,Gravity,Glenn Freemantle,1,2014
Sound Editing,All Is Lost,Steve Boeddeker and Richard Hymns,0,2014
Sound Editing,Captain Phillips,Oliver Tarney,0,2014
Sound Editing,The Hobbit: The Desolation of Smaug,Brent Burge and Chris Ward,0,2014
Sound Editing,Lone Survivor,Wylie Stateman,0,2014
Sound Mixing,Gravity,"Skip Lievsay, Niv Adiri, Christopher Benstead and Chris Munro",1,2014
Sound Mixing,Captain Phillips,"Chris Burdon, Mark Taylor, Mike Prestwood Smith and Chris Munro",0,2014
Sound Mixing,The Hobbit: The Desolation of Smaug,"Christopher Boyes, Michael Hedges, Michael Semanick and Tony Johnson",0,2014
Sound Mixing,Inside Llewyn Davis,"Skip Lievsay, Greg Orloff and Peter F. Kurland",0,2014
Sound Mixing,Lone Survivor,"Andy Koyama, Beau Borders and David Brownlow",0,2014
Visual Effects,Gravity,"Tim Webber, Chris Lawrence, David Shirk and Neil Corbould",1,2014
Visual Effects,The Hobbit: The Desolation of Smaug,"Joe Letteri, Eric Saindon, David Clayton and Eric Reynolds",0,2014
Visual Effects,Iron Man 3,"Christopher Townsend, Guy Williams, Erik Nash and Dan Sudick",0,2014
Visual Effects,The Lone Ranger,"Tim Alexander, Gary Brozenich, Edson Williams and John Frazier",0,2014
Visual Effects,Star Trek Into Darkness,"Roger Guyett, Patrick Tubach, Ben Grossmann and Burt Dalton",0,2014
Writing (Adapted Screenplay),12 Years a Slave,John Ridley,1,2014
Writing (Adapted Screenplay),Before Midnight,"Richard Linklater, Julie Delpy, Ethan Hawke",0,2014
Writing (Adapted Screenplay),Captain Phillips,Billy Ray,0,2014
Writing (Adapted Screenplay),Philomena,Steve Coogan and Jeff Pope,0,2014
Writing (Adapted Screenplay),The Wolf of Wall Street,Terence Winter,0,2014
Writing (Original Screenplay),Her,Spike Jonze,1,2014
Writing (Original Screenplay),American Hustle,Eric Warren Singer and David O. Russell,0,2014
Writing (Original Screenplay),Blue Jasmine,Woody Allen,0,2014
Writing (Original Screenplay),Dallas Buyers Club,Craig Borten & Melisa Wallack,0,2014
Writing (Original Screenplay),Nebraska,Bob Nelson,0,2014
Actor in a Leading Role,The Theory of Everything,Eddie Redmayne,1,2015
Actor in a Leading Role,Foxcatcher,Steve Carell,0,2015
Actor in a Leading Role,American Sniper,Bradley Cooper,0,2015
Actor in a Leading Role,The Imitation Game,Benedict Cumberbatch,0,2015
Actor in a Leading Role,Birdman or (The Unexpected Virtue of Ignorance),Michael Keaton,0,2015
Actor in a Supporting Role,Whiplash,J.K. Simmons,1,2015
Actor in a Supporting Role,The Judge,Robert Duvall,0,2015
Actor in a Supporting Role,Boyhood,Ethan Hawke,0,2015
Actor in a Supporting Role,Birdman or (The Unexpected Virtue of Ignorance),Edward Norton,0,2015
Actor in a Supporting Role,Foxcatcher,Mark Ruffalo,0,2015
Actress in a Leading Role,Still Alice,Julianne Moore,1,2015
Actress in a Leading Role,"Two Days, One Night",Marion Cotillard,0,2015
Actress in a Leading Role,The Theory of Everything,Felicity Jones,0,2015
Actress in a Leading Role,Gone Girl,Rosamund Pike,0,2015
Actress in a Leading Role,Wild,Reese Witherspoon,0,2015
Actress in a Supporting Role,Boyhood,Patricia Arquette,1,2015
Actress in a Supporting Role,Wild,Laura Dern,0,2015
Actress in a Supporting Role,The Imitation Game,Keira Knightley,0,2015
Actress in a Supporting Role,Birdman or (The Unexpected Virtue of Ignorance),Emma Stone,0,2015
Actress in a Supporting Role,Into the Woods,Meryl Streep,0,2015
Animated Feature Film,Big Hero 6,"Don Hall, Chris Williams and Roy Conli",1,2015
Animated Feature Film,The Boxtrolls,"Anthony Stacchi, Graham Annable and Travis Knight",0,2015
Animated Feature Film,How to Train Your Dragon 2,Dean DeBlois and Bonnie Arnold,0,2015
Animated Feature Film,Song of the Sea,Tomm Moore and Paul Young,0,2015
Animated Feature Film,The Tale of the Princess Kaguya,Isao Takahata and Yoshiaki Nishimura,0,2015
Cinematography,Birdman or (The Unexpected Virtue of Ignorance),Emmanuel Lubezki,1,2015
Cinematography,The Grand Budapest Hotel,Robert Yeoman,0,2015
Cinematography,Ida,Łukasz Żal and Ryszard Lenczewski,0,2015
Cinematography,Mr. Turner,Dick Pope,0,2015
Cinematography,Unbroken,Roger Deakins,0,2015
Costume Design,The Grand Budapest Hotel,Milena Canonero,1,2015
Costume Design,Inherent Vice,Mark Bridges,0,2015
Costume Design,Into the Woods,Colleen Atwood,0,2015
Costume Design,Maleficent,Anna B. Sheppard,0,2015
Costume Design,Mr. Turner,Jacqueline Durran,0,2015
Directing,Birdman or (The Unexpected Virtue of Ignorance),Alejandro G. Iñárritu,1,2015
Directing,Boyhood,Richard Linklater,0,2015
Directing,Foxcatcher,Bennett Miller,0,2015
Directing,The Grand Budapest Hotel,Wes Anderson,0,2015
Directing,The Imitation Game,Morten Tyldum,0,2015
Documentary (Feature),CitizenFour,"Laura Poitras, Mathilde Bonnefoy and Dirk Wilutzky",1,2015
Documentary (Feature),Finding Vivian Maier,John Maloof and Charlie Siskel,0,2015
Documentary (Feature),Last Days in Vietnam,Rory Kennedy and Keven McAlester,0,2015
Documentary (Feature),The Salt of the Earth,"Wim Wenders, Juliano Ribeiro Salgado and David Rosier",0,2015
Documentary (Feature),Virunga,Orlando von Einsiedel and Joanna Natasegara,0,2015
Documentary (Short Subject),Crisis Hotline: Veterans Press 1,Ellen Goosenberg Kent and Dana Perry,1,2015
Documentary (Short Subject),Joanna,Aneta Kopacz,0,2015
Documentary (Short Subject),Our Curse,Tomasz Śliwiński and Maciej Ślesicki,0,2015
Documentary (Short Subject),The Reaper (La Parka),Gabriel Serra Arguello,0,2015
Documentary (Short Subject),White Earth,J. Christian Jensen,0,2015
Film Editing,Whiplash,Tom Cross,1,2015
Film Editing,American Sniper,Joel Cox and Gary D. Roach,0,2015
Film Editing,Boyhood,Sandra Adair,0,2015
Film Editing,The Grand Budapest Hotel,Barney Pilling,0,2015
Film Editing,The Imitation Game,William Goldenberg,0,2015
Foreign Language Film,Ida,Poland,1,2015
Foreign Language Film,Leviathan,Russia,0,2015
Foreign Language Film,Tangerines,Estonia,0,2015
Foreign Language Film,Timbuktu,Mauritania,0,2015
Foreign Language Film,Wild Tales,Argentina,0,2015
Makeup and Hairstyling,The Grand Budapest Hotel,Frances Hannon and Mark Coulier,1,2015
Makeup and Hairstyling,Foxcatcher,Bill Corso and Dennis Liddiard,0,2015
Makeup and Hairstyling,Guardians of the Galaxy,Elizabeth Yianni-Georgiou and David White,0,2015
Music (Original Score),The Grand Budapest Hotel,Alexandre Desplat,1,2015
Music (Original Score),The Imitation Game,Alexandre Desplat,0,2015
Music (Original Score),Interstellar,Hans Zimmer,0,2015
Music (Original Score),Mr. Turner,Gary Yershon,0,2015
Music (Original Score),The Theory of Everything,Jóhann Jóhannsson,0,2015
Music (Original Song),Selma,Glory - John Stephens and Lonnie Lynn,1,2015
Music (Original Song),The Lego Movie,Everything Is Awesome - Shawn Patterson,0,2015
Music (Original Song),Beyond the Lights,Grateful - Diane Warren,0,2015
Music (Original Song),Glen Campbell…I’ll Be Me,I'm Not Gonna Miss You - Glen Campbell and Julian Raymond,0,2015
Music (Original Song),Begin Again,Lost Stars - Gregg Alexander and Danielle Brisebois,0,2015
Best Picture,Birdman or (The Unexpected Virtue of Ignorance),"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole",1,2015
Best Picture,American Sniper,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan",0,2015
Best Picture,Boyhood,Richard Linklater and Cathleen Sutherland,0,2015
Best Picture,The Grand Budapest Hotel,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson",0,2015
Best Picture,The Imitation Game,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman",0,2015
Best Picture,Selma,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner",0,2015
Best Picture,The Theory of Everything,"Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten",0,2015
Best Picture,Whiplash,"Jason Blum, Helen Estabrook and David Lancaster",0,2015
Production Design,The Grand Budapest Hotel,Adam Stockhausen; Anna Pinnock,1,2015
Production Design,The Imitation Game,Maria Djurkovic; Tatiana Macdonald,0,2015
Production Design,Interstellar,Nathan Crowley; Gary Fettis,0,2015
Production Design,Into the Woods,Dennis Gassner; Anna Pinnock,0,2015
Production Design,Mr. Turner,Suzie Davies; Charlotte Watts,0,2015
Short Film (Animated),Feast,Patrick Osborne and Kristina Reed,1,2015
Short Film (Animated),The Bigger Picture,Daisy Jacobs and Christopher Hees,0,2015
Short Film (Animated),The Dam Keeper,Robert Kondo and Dice Tsutsumi,0,2015
Short Film (Animated),Me and My Moulton,Torill Kove,0,2015
Short Film (Animated),A Single Life,Joris Oprins,0,2015
Short Film (Live Action),The Phone Call,Mat Kirkby and James Lucas,1,2015
Short Film (Live Action),Aya,Oded Binnun and Mihal Brezis,0,2015
Short Film (Live Action),Boogaloo and Graham,Michael Lennox and Ronan Blaney,0,2015
Short Film (Live Action),Butter Lamp (La Lampe Au Beurre De Yak),Hu Wei and Julien Féret,0,2015
Short Film (Live Action),Parvaneh,Talkhon Hamzavi and Stefan Eichenberger,0,2015
Sound Editing,American Sniper,Alan Robert Murray and Bub Asman,1,2015
Sound Editing,Birdman or (The Unexpected Virtue of Ignorance),Martín Hernández and Aaron Glascock,0,2015
Sound Editing,The Hobbit: The Battle of the Five Armies,Brent Burge and Jason Canovas,0,2015
Sound Editing,Interstellar,Richard King,0,2015
Sound Editing,Unbroken,Becky Sullivan and Andrew DeCristofaro,0,2015
Sound Mixing,Whiplash,"Craig Mann, Ben Wilkins and Thomas Curley",1,2015
Sound Mixing,American Sniper,"John Reitz, Gregg Rudloff and Walt Martin",0,2015
Sound Mixing,Birdman or (The Unexpected Virtue of Ignorance),"Jon Taylor, Frank A. Montaño and Thomas Varga",0,2015
Sound Mixing,Interstellar,"Gary A. Rizzo, Gregg Landaker and Mark Weingarten",0,2015
Sound Mixing,Unbroken,"Jon Taylor, Frank A. Montaño and David Lee",0,2015
Visual Effects,Interstellar,"Paul Franklin, Andrew Lockley, Ian Hunter and Scott Fisher",1,2015
Visual Effects,Captain America: The Winter Soldier,"Dan DeLeeuw, Russell Earl, Bryan Grill and Dan Sudick",0,2015
Visual Effects,Dawn of the Planet of the Apes,"Joe Letteri, Dan Lemmon, Daniel Barrett and Erik Winquist",0,2015
Visual Effects,Guardians of the Galaxy,"Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner and Paul Corbould",0,2015
Visual Effects,X-Men: Days of Future Past,"Richard Stammers, Lou Pecora, Tim Crosbie and Cameron Waldbauer",0,2015
Writing (Adapted Screenplay),The Imitation Game,Graham Moore,1,2015
Writing (Adapted Screenplay),American Sniper,Jason Hall,0,2015
Writing (Adapted Screenplay),Inherent Vice,Paul Thomas Anderson,0,2015
Writing (Adapted Screenplay),The Theory of Everything,Anthony McCarten,0,2015
Writing (Adapted Screenplay),Whiplash,Damien Chazelle,0,2015
Writing (Original Screenplay),Birdman or (The Unexpected Virtue of Ignorance),"Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. and Armando Bo",1,2015
Writing (Original Screenplay),Boyhood,Richard Linklater,0,2015
Writing (Original Screenplay),Foxcatcher,E. Max Frye and Dan Futterman,0,2015
Writing (Original Screenplay),The Grand Budapest Hotel,Wes Anderson and Hugo Guinness,0,2015
Writing (Original Screenplay),Nightcrawler,Dan Gilroy,0,2015
